#T  =  50 
# alpha    sigma 
0.9183673469387754 27 
0.9387755102040816 27 
0.9591836734693877 27 
0.9795918367346939 27 
1.0 27 
0.12244897959183673 28 
0.14285714285714285 28 
0.16326530612244897 28 
0.18367346938775508 28 
0.2040816326530612 28 
0.22448979591836732 28 
0.24489795918367346 28 
0.26530612244897955 28 
0.2857142857142857 28 
0.3061224489795918 28 
0.32653061224489793 28 
0.3469387755102041 28 
0.36734693877551017 28 
0.3877551020408163 28 
0.4081632653061224 28 
0.42857142857142855 28 
0.44897959183673464 28 
0.4693877551020408 28 
0.4897959183673469 28 
0.5102040816326531 28 
0.5306122448979591 28 
0.5510204081632653 28 
0.5714285714285714 28 
0.5918367346938775 28 
0.6122448979591836 28 
0.6326530612244897 28 
0.6530612244897959 28 
0.673469387755102 28 
0.6938775510204082 28 
0.7142857142857142 28 
0.7346938775510203 28 
0.7551020408163265 28 
0.7755102040816326 28 
0.7959183673469387 28 
0.8163265306122448 28 
0.836734693877551 28 
0.8571428571428571 28 
0.8775510204081632 28 
0.8979591836734693 28 
0.9183673469387754 28 
0.9387755102040816 28 
0.9591836734693877 28 
0.9795918367346939 28 
1.0 28 
0.12244897959183673 29 
0.14285714285714285 29 
0.16326530612244897 29 
0.18367346938775508 29 
0.2040816326530612 29 
0.22448979591836732 29 
0.24489795918367346 29 
0.26530612244897955 29 
0.2857142857142857 29 
0.3061224489795918 29 
0.32653061224489793 29 
0.3469387755102041 29 
0.36734693877551017 29 
0.3877551020408163 29 
0.4081632653061224 29 
0.42857142857142855 29 
0.44897959183673464 29 
0.4693877551020408 29 
0.4897959183673469 29 
0.5102040816326531 29 
0.5306122448979591 29 
0.5510204081632653 29 
0.5714285714285714 29 
0.5918367346938775 29 
0.6122448979591836 29 
0.6326530612244897 29 
0.6530612244897959 29 
0.673469387755102 29 
0.6938775510204082 29 
0.7142857142857142 29 
0.7346938775510203 29 
0.7551020408163265 29 
0.7755102040816326 29 
0.7959183673469387 29 
0.8163265306122448 29 
0.836734693877551 29 
0.8571428571428571 29 
0.8775510204081632 29 
0.8979591836734693 29 
0.9183673469387754 29 
0.9387755102040816 29 
0.9591836734693877 29 
0.9795918367346939 29 
1.0 29 
0.12244897959183673 30 
0.14285714285714285 30 
0.16326530612244897 30 
0.18367346938775508 30 
0.2040816326530612 30 
0.22448979591836732 30 
0.24489795918367346 30 
0.26530612244897955 30 
0.2857142857142857 30 
0.3061224489795918 30 
0.32653061224489793 30 
0.3469387755102041 30 
0.36734693877551017 30 
0.3877551020408163 30 
0.4081632653061224 30 
0.42857142857142855 30 
0.44897959183673464 30 
0.4693877551020408 30 
0.4897959183673469 30 
0.5102040816326531 30 
0.5306122448979591 30 
0.5510204081632653 30 
0.5714285714285714 30 
0.5918367346938775 30 
0.6122448979591836 30 
0.6326530612244897 30 
0.6530612244897959 30 
0.673469387755102 30 
0.6938775510204082 30 
0.7142857142857142 30 
0.7346938775510203 30 
0.7551020408163265 30 
0.7755102040816326 30 
0.7959183673469387 30 
0.8163265306122448 30 
0.836734693877551 30 
0.8571428571428571 30 
0.8775510204081632 30 
0.8979591836734693 30 
0.9183673469387754 30 
0.9387755102040816 30 
0.9591836734693877 30 
0.9795918367346939 30 
1.0 30 
0.12244897959183673 31 
0.14285714285714285 31 
0.16326530612244897 31 
0.18367346938775508 31 
0.2040816326530612 31 
0.22448979591836732 31 
0.24489795918367346 31 
0.26530612244897955 31 
0.2857142857142857 31 
0.3061224489795918 31 
0.32653061224489793 31 
0.3469387755102041 31 
0.36734693877551017 31 
0.3877551020408163 31 
0.4081632653061224 31 
0.42857142857142855 31 
0.44897959183673464 31 
0.4693877551020408 31 
0.4897959183673469 31 
0.5102040816326531 31 
0.5306122448979591 31 
0.5510204081632653 31 
0.5714285714285714 31 
0.5918367346938775 31 
0.6122448979591836 31 
0.6326530612244897 31 
0.6530612244897959 31 
0.673469387755102 31 
0.6938775510204082 31 
0.7142857142857142 31 
0.7346938775510203 31 
0.7551020408163265 31 
0.7755102040816326 31 
0.7959183673469387 31 
0.8163265306122448 31 
0.836734693877551 31 
0.8571428571428571 31 
0.8775510204081632 31 
0.8979591836734693 31 
0.9183673469387754 31 
0.9387755102040816 31 
0.9591836734693877 31 
0.9795918367346939 31 
1.0 31 
0.12244897959183673 32 
0.14285714285714285 32 
0.16326530612244897 32 
0.18367346938775508 32 
0.2040816326530612 32 
0.22448979591836732 32 
0.24489795918367346 32 
0.26530612244897955 32 
0.2857142857142857 32 
0.3061224489795918 32 
0.32653061224489793 32 
0.3469387755102041 32 
0.36734693877551017 32 
0.3877551020408163 32 
0.4081632653061224 32 
0.42857142857142855 32 
0.44897959183673464 32 
0.4693877551020408 32 
0.4897959183673469 32 
0.5102040816326531 32 
0.5306122448979591 32 
0.5510204081632653 32 
0.5714285714285714 32 
0.5918367346938775 32 
0.6122448979591836 32 
0.6326530612244897 32 
0.6530612244897959 32 
0.673469387755102 32 
0.6938775510204082 32 
0.7142857142857142 32 
0.7346938775510203 32 
0.7551020408163265 32 
0.7755102040816326 32 
0.7959183673469387 32 
0.8163265306122448 32 
0.836734693877551 32 
0.8571428571428571 32 
0.8775510204081632 32 
0.8979591836734693 32 
0.9183673469387754 32 
0.9387755102040816 32 
0.9591836734693877 32 
0.9795918367346939 32 
1.0 32 
0.12244897959183673 33 
0.14285714285714285 33 
0.16326530612244897 33 
0.18367346938775508 33 
0.2040816326530612 33 
0.22448979591836732 33 
0.24489795918367346 33 
0.26530612244897955 33 
0.2857142857142857 33 
0.3061224489795918 33 
0.32653061224489793 33 
0.3469387755102041 33 
0.36734693877551017 33 
0.3877551020408163 33 
0.4081632653061224 33 
0.42857142857142855 33 
0.44897959183673464 33 
0.4693877551020408 33 
0.4897959183673469 33 
0.5102040816326531 33 
0.5306122448979591 33 
0.5510204081632653 33 
0.5714285714285714 33 
0.5918367346938775 33 
0.6122448979591836 33 
0.6326530612244897 33 
0.6530612244897959 33 
0.673469387755102 33 
0.6938775510204082 33 
0.7142857142857142 33 
0.7346938775510203 33 
0.7551020408163265 33 
0.7755102040816326 33 
0.7959183673469387 33 
0.8163265306122448 33 
0.836734693877551 33 
0.8571428571428571 33 
0.8775510204081632 33 
0.8979591836734693 33 
0.9183673469387754 33 
0.9387755102040816 33 
0.9591836734693877 33 
0.9795918367346939 33 
1.0 33 
0.12244897959183673 34 
0.14285714285714285 34 
0.16326530612244897 34 
0.18367346938775508 34 
0.2040816326530612 34 
0.22448979591836732 34 
0.24489795918367346 34 
0.26530612244897955 34 
0.2857142857142857 34 
0.3061224489795918 34 
0.32653061224489793 34 
0.3469387755102041 34 
0.36734693877551017 34 
0.3877551020408163 34 
0.4081632653061224 34 
0.42857142857142855 34 
0.44897959183673464 34 
0.4693877551020408 34 
0.4897959183673469 34 
0.5102040816326531 34 
0.5306122448979591 34 
0.5510204081632653 34 
0.5714285714285714 34 
0.5918367346938775 34 
0.6122448979591836 34 
0.6326530612244897 34 
0.6530612244897959 34 
0.673469387755102 34 
0.6938775510204082 34 
0.7142857142857142 34 
0.7346938775510203 34 
0.7551020408163265 34 
0.7755102040816326 34 
0.7959183673469387 34 
0.8163265306122448 34 
0.836734693877551 34 
0.8571428571428571 34 
0.8775510204081632 34 
0.8979591836734693 34 
0.9183673469387754 34 
0.9387755102040816 34 
0.9591836734693877 34 
0.9795918367346939 34 
1.0 34 
0.12244897959183673 35 
0.14285714285714285 35 
0.16326530612244897 35 
0.18367346938775508 35 
0.2040816326530612 35 
0.22448979591836732 35 
0.24489795918367346 35 
0.26530612244897955 35 
0.2857142857142857 35 
0.3061224489795918 35 
0.32653061224489793 35 
0.3469387755102041 35 
0.36734693877551017 35 
0.3877551020408163 35 
0.4081632653061224 35 
0.42857142857142855 35 
0.44897959183673464 35 
0.4693877551020408 35 
0.4897959183673469 35 
0.5102040816326531 35 
0.5306122448979591 35 
0.5510204081632653 35 
0.5714285714285714 35 
0.5918367346938775 35 
0.6122448979591836 35 
0.6326530612244897 35 
0.6530612244897959 35 
0.673469387755102 35 
0.6938775510204082 35 
0.7142857142857142 35 
0.7346938775510203 35 
0.7551020408163265 35 
0.7755102040816326 35 
0.7959183673469387 35 
0.8163265306122448 35 
0.836734693877551 35 
0.8571428571428571 35 
0.8775510204081632 35 
0.8979591836734693 35 
0.9183673469387754 35 
0.9387755102040816 35 
0.9591836734693877 35 
0.9795918367346939 35 
1.0 35 
0.14285714285714285 36 
0.16326530612244897 36 
0.18367346938775508 36 
0.2040816326530612 36 
0.22448979591836732 36 
0.24489795918367346 36 
0.26530612244897955 36 
0.2857142857142857 36 
0.3061224489795918 36 
0.32653061224489793 36 
0.3469387755102041 36 
0.36734693877551017 36 
0.3877551020408163 36 
0.4081632653061224 36 
0.42857142857142855 36 
0.44897959183673464 36 
0.4693877551020408 36 
0.4897959183673469 36 
0.5102040816326531 36 
0.5306122448979591 36 
0.5510204081632653 36 
0.5714285714285714 36 
0.5918367346938775 36 
0.6122448979591836 36 
0.6326530612244897 36 
0.6530612244897959 36 
0.673469387755102 36 
0.6938775510204082 36 
0.7142857142857142 36 
0.7346938775510203 36 
0.7551020408163265 36 
0.7755102040816326 36 
0.7959183673469387 36 
0.8163265306122448 36 
0.836734693877551 36 
0.8571428571428571 36 
0.8775510204081632 36 
0.8979591836734693 36 
0.9183673469387754 36 
0.9387755102040816 36 
0.9591836734693877 36 
0.9795918367346939 36 
1.0 36 
0.14285714285714285 37 
0.16326530612244897 37 
0.18367346938775508 37 
0.2040816326530612 37 
0.22448979591836732 37 
0.24489795918367346 37 
0.26530612244897955 37 
0.2857142857142857 37 
0.3061224489795918 37 
0.32653061224489793 37 
0.3469387755102041 37 
0.36734693877551017 37 
0.3877551020408163 37 
0.4081632653061224 37 
0.42857142857142855 37 
0.44897959183673464 37 
0.4693877551020408 37 
0.4897959183673469 37 
0.5102040816326531 37 
0.5306122448979591 37 
0.5510204081632653 37 
0.5714285714285714 37 
0.5918367346938775 37 
0.6122448979591836 37 
0.6326530612244897 37 
0.6530612244897959 37 
0.673469387755102 37 
0.6938775510204082 37 
0.7142857142857142 37 
0.7346938775510203 37 
0.7551020408163265 37 
0.7755102040816326 37 
0.7959183673469387 37 
0.8163265306122448 37 
0.836734693877551 37 
0.8571428571428571 37 
0.8775510204081632 37 
0.8979591836734693 37 
0.9183673469387754 37 
0.9387755102040816 37 
0.9591836734693877 37 
0.9795918367346939 37 
1.0 37 
0.14285714285714285 38 
0.16326530612244897 38 
0.18367346938775508 38 
0.2040816326530612 38 
0.22448979591836732 38 
0.24489795918367346 38 
0.26530612244897955 38 
0.2857142857142857 38 
0.3061224489795918 38 
0.32653061224489793 38 
0.3469387755102041 38 
0.36734693877551017 38 
0.3877551020408163 38 
0.4081632653061224 38 
0.42857142857142855 38 
0.44897959183673464 38 
0.4693877551020408 38 
0.4897959183673469 38 
0.5102040816326531 38 
0.5306122448979591 38 
0.5510204081632653 38 
0.5714285714285714 38 
0.5918367346938775 38 
0.6122448979591836 38 
0.6326530612244897 38 
0.6530612244897959 38 
0.673469387755102 38 
0.6938775510204082 38 
0.7142857142857142 38 
0.7346938775510203 38 
0.7551020408163265 38 
0.7755102040816326 38 
0.7959183673469387 38 
0.8163265306122448 38 
0.836734693877551 38 
0.8571428571428571 38 
0.8775510204081632 38 
0.8979591836734693 38 
0.9183673469387754 38 
0.9387755102040816 38 
0.9591836734693877 38 
0.9795918367346939 38 
1.0 38 
0.14285714285714285 39 
0.16326530612244897 39 
0.18367346938775508 39 
0.2040816326530612 39 
0.22448979591836732 39 
0.24489795918367346 39 
0.26530612244897955 39 
0.2857142857142857 39 
0.3061224489795918 39 
0.32653061224489793 39 
0.3469387755102041 39 
0.36734693877551017 39 
0.3877551020408163 39 
0.4081632653061224 39 
0.42857142857142855 39 
0.44897959183673464 39 
0.4693877551020408 39 
0.4897959183673469 39 
0.5102040816326531 39 
0.5306122448979591 39 
0.5510204081632653 39 
0.5714285714285714 39 
0.5918367346938775 39 
0.6122448979591836 39 
0.6326530612244897 39 
0.6530612244897959 39 
0.673469387755102 39 
0.6938775510204082 39 
0.7142857142857142 39 
0.7346938775510203 39 
0.7551020408163265 39 
0.7755102040816326 39 
0.7959183673469387 39 
0.8163265306122448 39 
0.836734693877551 39 
0.8571428571428571 39 
0.8775510204081632 39 
0.8979591836734693 39 
0.9183673469387754 39 
0.9387755102040816 39 
0.9591836734693877 39 
0.9795918367346939 39 
1.0 39 
0.14285714285714285 40 
0.16326530612244897 40 
0.18367346938775508 40 
0.2040816326530612 40 
0.22448979591836732 40 
0.24489795918367346 40 
0.26530612244897955 40 
0.2857142857142857 40 
0.3061224489795918 40 
0.32653061224489793 40 
0.3469387755102041 40 
0.36734693877551017 40 
0.3877551020408163 40 
0.4081632653061224 40 
0.42857142857142855 40 
0.44897959183673464 40 
0.4693877551020408 40 
0.4897959183673469 40 
0.5102040816326531 40 
0.5306122448979591 40 
0.5510204081632653 40 
0.5714285714285714 40 
0.5918367346938775 40 
0.6122448979591836 40 
0.6326530612244897 40 
0.6530612244897959 40 
0.673469387755102 40 
0.6938775510204082 40 
0.7142857142857142 40 
0.7346938775510203 40 
0.7551020408163265 40 
0.7755102040816326 40 
0.7959183673469387 40 
0.8163265306122448 40 
0.836734693877551 40 
0.8571428571428571 40 
0.8775510204081632 40 
0.8979591836734693 40 
0.9183673469387754 40 
0.9387755102040816 40 
0.9591836734693877 40 
0.9795918367346939 40 
1.0 40 
0.14285714285714285 41 
0.16326530612244897 41 
0.18367346938775508 41 
0.2040816326530612 41 
0.22448979591836732 41 
0.24489795918367346 41 
0.26530612244897955 41 
0.2857142857142857 41 
0.3061224489795918 41 
0.32653061224489793 41 
0.3469387755102041 41 
0.36734693877551017 41 
0.3877551020408163 41 
0.4081632653061224 41 
0.42857142857142855 41 
0.44897959183673464 41 
0.4693877551020408 41 
0.4897959183673469 41 
0.5102040816326531 41 
0.5306122448979591 41 
0.5510204081632653 41 
0.5714285714285714 41 
0.5918367346938775 41 
0.6122448979591836 41 
0.6326530612244897 41 
0.6530612244897959 41 
0.673469387755102 41 
0.6938775510204082 41 
0.7142857142857142 41 
0.7346938775510203 41 
0.7551020408163265 41 
0.7755102040816326 41 
0.7959183673469387 41 
0.8163265306122448 41 
0.836734693877551 41 
0.8571428571428571 41 
0.8775510204081632 41 
0.8979591836734693 41 
0.9183673469387754 41 
0.9387755102040816 41 
0.9591836734693877 41 
0.9795918367346939 41 
1.0 41 
0.14285714285714285 42 
0.16326530612244897 42 
0.18367346938775508 42 
0.2040816326530612 42 
0.22448979591836732 42 
0.24489795918367346 42 
0.26530612244897955 42 
0.2857142857142857 42 
0.3061224489795918 42 
0.32653061224489793 42 
0.3469387755102041 42 
0.36734693877551017 42 
0.3877551020408163 42 
0.4081632653061224 42 
0.42857142857142855 42 
0.44897959183673464 42 
0.4693877551020408 42 
0.4897959183673469 42 
0.5102040816326531 42 
0.5306122448979591 42 
0.5510204081632653 42 
0.5714285714285714 42 
0.5918367346938775 42 
0.6122448979591836 42 
0.6326530612244897 42 
0.6530612244897959 42 
0.673469387755102 42 
0.6938775510204082 42 
0.7142857142857142 42 
0.7346938775510203 42 
0.7551020408163265 42 
0.7755102040816326 42 
0.7959183673469387 42 
0.8163265306122448 42 
0.836734693877551 42 
0.8571428571428571 42 
0.8775510204081632 42 
0.8979591836734693 42 
0.9183673469387754 42 
0.9387755102040816 42 
0.9591836734693877 42 
0.9795918367346939 42 
1.0 42 
0.14285714285714285 43 
0.16326530612244897 43 
0.18367346938775508 43 
0.2040816326530612 43 
0.22448979591836732 43 
0.24489795918367346 43 
0.26530612244897955 43 
0.2857142857142857 43 
0.3061224489795918 43 
0.32653061224489793 43 
0.3469387755102041 43 
0.36734693877551017 43 
0.3877551020408163 43 
0.4081632653061224 43 
0.42857142857142855 43 
0.44897959183673464 43 
0.4693877551020408 43 
0.4897959183673469 43 
0.5102040816326531 43 
0.5306122448979591 43 
0.5510204081632653 43 
0.5714285714285714 43 
0.5918367346938775 43 
0.6122448979591836 43 
0.6326530612244897 43 
0.6530612244897959 43 
0.673469387755102 43 
0.6938775510204082 43 
0.7142857142857142 43 
0.7346938775510203 43 
0.7551020408163265 43 
0.7755102040816326 43 
0.7959183673469387 43 
0.8163265306122448 43 
0.836734693877551 43 
0.8571428571428571 43 
0.8775510204081632 43 
0.8979591836734693 43 
0.9183673469387754 43 
0.9387755102040816 43 
0.9591836734693877 43 
0.9795918367346939 43 
1.0 43 
0.14285714285714285 44 
0.16326530612244897 44 
0.18367346938775508 44 
0.2040816326530612 44 
0.22448979591836732 44 
0.24489795918367346 44 
0.26530612244897955 44 
0.2857142857142857 44 
0.3061224489795918 44 
0.32653061224489793 44 
0.3469387755102041 44 
0.36734693877551017 44 
0.3877551020408163 44 
0.4081632653061224 44 
0.42857142857142855 44 
0.44897959183673464 44 
0.4693877551020408 44 
0.4897959183673469 44 
0.5102040816326531 44 
0.5306122448979591 44 
0.5510204081632653 44 
0.5714285714285714 44 
0.5918367346938775 44 
0.6122448979591836 44 
0.6326530612244897 44 
0.6530612244897959 44 
0.673469387755102 44 
0.6938775510204082 44 
0.7142857142857142 44 
0.7346938775510203 44 
0.7551020408163265 44 
0.7755102040816326 44 
0.7959183673469387 44 
0.8163265306122448 44 
0.836734693877551 44 
0.8571428571428571 44 
0.8775510204081632 44 
0.8979591836734693 44 
0.9183673469387754 44 
0.9387755102040816 44 
0.9591836734693877 44 
0.9795918367346939 44 
1.0 44 
0.14285714285714285 45 
0.16326530612244897 45 
0.18367346938775508 45 
0.2040816326530612 45 
0.22448979591836732 45 
0.24489795918367346 45 
0.26530612244897955 45 
0.2857142857142857 45 
0.3061224489795918 45 
0.32653061224489793 45 
0.3469387755102041 45 
0.36734693877551017 45 
0.3877551020408163 45 
0.4081632653061224 45 
0.42857142857142855 45 
0.44897959183673464 45 
0.4693877551020408 45 
0.4897959183673469 45 
0.5102040816326531 45 
0.5306122448979591 45 
0.5510204081632653 45 
0.5714285714285714 45 
0.5918367346938775 45 
0.6122448979591836 45 
0.6326530612244897 45 
0.6530612244897959 45 
0.673469387755102 45 
0.6938775510204082 45 
0.7142857142857142 45 
0.7346938775510203 45 
0.7551020408163265 45 
0.7755102040816326 45 
0.7959183673469387 45 
0.8163265306122448 45 
0.836734693877551 45 
0.8571428571428571 45 
0.8775510204081632 45 
0.8979591836734693 45 
0.9183673469387754 45 
0.9387755102040816 45 
0.9591836734693877 45 
0.9795918367346939 45 
1.0 45 
0.14285714285714285 46 
0.16326530612244897 46 
0.18367346938775508 46 
0.2040816326530612 46 
0.22448979591836732 46 
0.24489795918367346 46 
0.26530612244897955 46 
0.2857142857142857 46 
0.3061224489795918 46 
0.32653061224489793 46 
0.3469387755102041 46 
0.36734693877551017 46 
0.3877551020408163 46 
0.4081632653061224 46 
0.42857142857142855 46 
0.44897959183673464 46 
0.4693877551020408 46 
0.4897959183673469 46 
0.5102040816326531 46 
0.5306122448979591 46 
0.5510204081632653 46 
0.5714285714285714 46 
0.5918367346938775 46 
0.6122448979591836 46 
0.6326530612244897 46 
0.6530612244897959 46 
0.673469387755102 46 
0.6938775510204082 46 
0.7142857142857142 46 
0.7346938775510203 46 
0.7551020408163265 46 
0.7755102040816326 46 
0.7959183673469387 46 
0.8163265306122448 46 
0.836734693877551 46 
0.8571428571428571 46 
0.8775510204081632 46 
0.8979591836734693 46 
0.9183673469387754 46 
0.9387755102040816 46 
0.9591836734693877 46 
0.9795918367346939 46 
1.0 46 
0.14285714285714285 47 
0.16326530612244897 47 
0.18367346938775508 47 
0.2040816326530612 47 
0.22448979591836732 47 
0.24489795918367346 47 
0.26530612244897955 47 
0.2857142857142857 47 
0.3061224489795918 47 
0.32653061224489793 47 
0.3469387755102041 47 
0.36734693877551017 47 
0.3877551020408163 47 
0.4081632653061224 47 
0.42857142857142855 47 
0.44897959183673464 47 
0.4693877551020408 47 
0.4897959183673469 47 
0.5102040816326531 47 
0.5306122448979591 47 
0.5510204081632653 47 
0.5714285714285714 47 
0.5918367346938775 47 
0.6122448979591836 47 
0.6326530612244897 47 
0.6530612244897959 47 
0.673469387755102 47 
0.6938775510204082 47 
0.7142857142857142 47 
0.7346938775510203 47 
0.7551020408163265 47 
0.7755102040816326 47 
0.7959183673469387 47 
0.8163265306122448 47 
0.836734693877551 47 
0.8571428571428571 47 
0.8775510204081632 47 
0.8979591836734693 47 
0.9183673469387754 47 
0.9387755102040816 47 
0.9591836734693877 47 
0.9795918367346939 47 
1.0 47 
0.14285714285714285 48 
0.16326530612244897 48 
0.18367346938775508 48 
0.2040816326530612 48 
0.22448979591836732 48 
0.24489795918367346 48 
0.26530612244897955 48 
0.2857142857142857 48 
0.3061224489795918 48 
0.32653061224489793 48 
0.3469387755102041 48 
0.36734693877551017 48 
0.3877551020408163 48 
0.4081632653061224 48 
0.42857142857142855 48 
0.44897959183673464 48 
0.4693877551020408 48 
0.4897959183673469 48 
0.5102040816326531 48 
0.5306122448979591 48 
0.5510204081632653 48 
0.5714285714285714 48 
0.5918367346938775 48 
0.6122448979591836 48 
0.6326530612244897 48 
0.6530612244897959 48 
0.673469387755102 48 
0.6938775510204082 48 
0.7142857142857142 48 
0.7346938775510203 48 
0.7551020408163265 48 
0.7755102040816326 48 
0.7959183673469387 48 
0.8163265306122448 48 
0.836734693877551 48 
0.8571428571428571 48 
0.8775510204081632 48 
0.8979591836734693 48 
0.9183673469387754 48 
0.9387755102040816 48 
0.9591836734693877 48 
0.9795918367346939 48 
1.0 48 
0.14285714285714285 49 
0.16326530612244897 49 
0.18367346938775508 49 
0.2040816326530612 49 
0.22448979591836732 49 
0.24489795918367346 49 
0.26530612244897955 49 
0.2857142857142857 49 
0.3061224489795918 49 
0.32653061224489793 49 
0.3469387755102041 49 
0.36734693877551017 49 
0.3877551020408163 49 
0.4081632653061224 49 
0.42857142857142855 49 
0.44897959183673464 49 
0.4693877551020408 49 
0.4897959183673469 49 
0.5102040816326531 49 
0.5306122448979591 49 
0.5510204081632653 49 
0.5714285714285714 49 
0.5918367346938775 49 
0.6122448979591836 49 
0.6326530612244897 49 
0.6530612244897959 49 
0.673469387755102 49 
0.6938775510204082 49 
0.7142857142857142 49 
0.7346938775510203 49 
0.7551020408163265 49 
0.7755102040816326 49 
0.7959183673469387 49 
0.8163265306122448 49 
0.836734693877551 49 
0.8571428571428571 49 
0.8775510204081632 49 
0.8979591836734693 49 
0.9183673469387754 49 
0.9387755102040816 49 
0.9591836734693877 49 
0.9795918367346939 49 
1.0 49 
0.14285714285714285 50 
0.16326530612244897 50 
0.18367346938775508 50 
0.2040816326530612 50 
0.22448979591836732 50 
0.24489795918367346 50 
0.26530612244897955 50 
0.2857142857142857 50 
0.3061224489795918 50 
0.32653061224489793 50 
0.3469387755102041 50 
0.36734693877551017 50 
0.3877551020408163 50 
0.4081632653061224 50 
0.42857142857142855 50 
0.44897959183673464 50 
0.4693877551020408 50 
0.4897959183673469 50 
0.5102040816326531 50 
0.5306122448979591 50 
0.5510204081632653 50 
0.5714285714285714 50 
0.5918367346938775 50 
0.6122448979591836 50 
0.6326530612244897 50 
0.6530612244897959 50 
0.673469387755102 50 
0.6938775510204082 50 
0.7142857142857142 50 
0.7346938775510203 50 
0.7551020408163265 50 
0.7755102040816326 50 
0.7959183673469387 50 
0.8163265306122448 50 
0.836734693877551 50 
0.8571428571428571 50 
0.8775510204081632 50 
0.8979591836734693 50 
0.9183673469387754 50 
0.9387755102040816 50 
0.9591836734693877 50 
0.9795918367346939 50 
1.0 50 
0.14285714285714285 51 
0.16326530612244897 51 
0.18367346938775508 51 
0.2040816326530612 51 
0.22448979591836732 51 
0.24489795918367346 51 
0.26530612244897955 51 
0.2857142857142857 51 
0.3061224489795918 51 
0.32653061224489793 51 
0.3469387755102041 51 
0.36734693877551017 51 
0.3877551020408163 51 
0.4081632653061224 51 
0.42857142857142855 51 
0.44897959183673464 51 
0.4693877551020408 51 
0.4897959183673469 51 
0.5102040816326531 51 
0.5306122448979591 51 
0.5510204081632653 51 
0.5714285714285714 51 
0.5918367346938775 51 
0.6122448979591836 51 
0.6326530612244897 51 
0.6530612244897959 51 
0.673469387755102 51 
0.6938775510204082 51 
0.7142857142857142 51 
0.7346938775510203 51 
0.7551020408163265 51 
0.7755102040816326 51 
0.7959183673469387 51 
0.8163265306122448 51 
0.836734693877551 51 
0.8571428571428571 51 
0.8775510204081632 51 
0.8979591836734693 51 
0.9183673469387754 51 
0.9387755102040816 51 
0.9591836734693877 51 
0.9795918367346939 51 
1.0 51 
0.14285714285714285 52 
0.16326530612244897 52 
0.18367346938775508 52 
0.2040816326530612 52 
0.22448979591836732 52 
0.24489795918367346 52 
0.26530612244897955 52 
0.2857142857142857 52 
0.3061224489795918 52 
0.32653061224489793 52 
0.3469387755102041 52 
0.36734693877551017 52 
0.3877551020408163 52 
0.4081632653061224 52 
0.42857142857142855 52 
0.44897959183673464 52 
0.4693877551020408 52 
0.4897959183673469 52 
0.5102040816326531 52 
0.5306122448979591 52 
0.5510204081632653 52 
0.5714285714285714 52 
0.5918367346938775 52 
0.6122448979591836 52 
0.6326530612244897 52 
0.6530612244897959 52 
0.673469387755102 52 
0.6938775510204082 52 
0.7142857142857142 52 
0.7346938775510203 52 
0.7551020408163265 52 
0.7755102040816326 52 
0.7959183673469387 52 
0.8163265306122448 52 
0.836734693877551 52 
0.8571428571428571 52 
0.8775510204081632 52 
0.8979591836734693 52 
0.9183673469387754 52 
0.9387755102040816 52 
0.9591836734693877 52 
0.9795918367346939 52 
1.0 52 
0.14285714285714285 53 
0.16326530612244897 53 
0.18367346938775508 53 
0.2040816326530612 53 
0.22448979591836732 53 
0.24489795918367346 53 
0.26530612244897955 53 
0.2857142857142857 53 
0.3061224489795918 53 
0.32653061224489793 53 
0.3469387755102041 53 
0.36734693877551017 53 
0.3877551020408163 53 
0.4081632653061224 53 
0.42857142857142855 53 
0.44897959183673464 53 
0.4693877551020408 53 
0.4897959183673469 53 
0.5102040816326531 53 
0.5306122448979591 53 
0.5510204081632653 53 
0.5714285714285714 53 
0.5918367346938775 53 
0.6122448979591836 53 
0.6326530612244897 53 
0.6530612244897959 53 
0.673469387755102 53 
0.6938775510204082 53 
0.7142857142857142 53 
0.7346938775510203 53 
0.7551020408163265 53 
0.7755102040816326 53 
0.7959183673469387 53 
0.8163265306122448 53 
0.836734693877551 53 
0.8571428571428571 53 
0.8775510204081632 53 
0.8979591836734693 53 
0.9183673469387754 53 
0.9387755102040816 53 
0.9591836734693877 53 
0.9795918367346939 53 
1.0 53 
0.14285714285714285 54 
0.16326530612244897 54 
0.18367346938775508 54 
0.2040816326530612 54 
0.22448979591836732 54 
0.24489795918367346 54 
0.26530612244897955 54 
0.2857142857142857 54 
0.3061224489795918 54 
0.32653061224489793 54 
0.3469387755102041 54 
0.36734693877551017 54 
0.3877551020408163 54 
0.4081632653061224 54 
0.42857142857142855 54 
0.44897959183673464 54 
0.4693877551020408 54 
0.4897959183673469 54 
0.5102040816326531 54 
0.5306122448979591 54 
0.5510204081632653 54 
0.5714285714285714 54 
0.5918367346938775 54 
0.6122448979591836 54 
0.6326530612244897 54 
0.6530612244897959 54 
0.673469387755102 54 
0.6938775510204082 54 
0.7142857142857142 54 
0.7346938775510203 54 
0.7551020408163265 54 
0.7755102040816326 54 
0.7959183673469387 54 
0.8163265306122448 54 
0.836734693877551 54 
0.8571428571428571 54 
0.8775510204081632 54 
0.8979591836734693 54 
0.9183673469387754 54 
0.9387755102040816 54 
0.9591836734693877 54 
0.9795918367346939 54 
1.0 54 
0.14285714285714285 55 
0.16326530612244897 55 
0.18367346938775508 55 
0.2040816326530612 55 
0.22448979591836732 55 
0.24489795918367346 55 
0.26530612244897955 55 
